id,pais,nivel_educacional,anos_exp_pro,tipo_dev,linguagens,linguagens_desejadas,bancos,plataformas,modelo_trabalho,tamanho_empresa,satisfacao,salario_anual_usd,faixa_etaria,tipo_emprego,cargo_ic_ou_gestao,grupo_exp,linguagem_principal,satisfacao_label,satisfacao_score,faixa_salarial
33976,Ukraine,Mestrado,10.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,C;JavaScript;Python;TypeScript,DuckDB;Dynamodb;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Vercel,Remoto,"1,000 to 4,999 employees",8.0,1925.0,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",People manager,10–19 anos,Bash/Shell (all shells),8.0,,< 30k
33977,Germany,Faculdade incompleta,21.0,"Developer, desktop or enterprise applications",C#;SQL;VBA,C#;SQL,Microsoft Access;Microsoft SQL Server;MongoDB,,Híbrido,100 to 499 employees,,84851.0,35-44 years old,"Employed, full-time",,20+ anos,C#,,,60k – 100k
33978,United States of America,Graduação,11.0,"Engineer, site reliability",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript;Zig,Databricks SQL;Dynamodb;Elasticsearch;MySQL;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Databricks;Microsoft Azure,,,,,25-34 years old,"Not employed, but looking for work",,10–19 anos,Bash/Shell (all shells),,,
33979,Costa Rica,Ensino Médio,23.0,"Developer, back-end",C++;HTML/CSS;JavaScript,C++;HTML/CSS;JavaScript,Elasticsearch,Amazon Web Services (AWS),Remoto,10 to 19 employees,,,35-44 years old,"Employed, full-time",,20+ anos,C++,,,
33980,Nigeria,Graduação,18.0,Product manager,C#,C#,Microsoft SQL Server,Microsoft Azure,Remoto,2 to 9 employees,10.0,9302.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,C#,10.0,,< 30k
33981,United States of America,Mestrado,6.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,Elasticsearch;Oracle;Redis,Amazon Web Services (AWS);Cloudflare;Google Cloud;Netlify;Vercel,Híbrido,2 to 9 employees,8.0,113000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),8.0,,100k – 150k
33982,New Zealand,Graduação,17.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript;Visual Basic (.Net),Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;Rust;SQL;TypeScript,Microsoft SQL Server,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,Remoto,100 to 499 employees,9.0,147496.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),9.0,,100k – 150k
33983,Portugal,Graduação,3.0,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;Solidity;SQL;TypeScript,PostgreSQL,Amazon Web Services (AWS),Remoto,20 to 99 employees,7.0,92799.0,18-24 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,2–4 anos,Bash/Shell (all shells),7.0,,60k – 100k
33984,"Iran, Islamic Republic of...",Ensino Médio,2.0,"Developer, front-end",C;HTML/CSS;Java;JavaScript;Lua;SQL;TypeScript,C;Go;HTML/CSS;JavaScript;Kotlin;Lua;Rust;SQL;TypeScript,MongoDB;MySQL,,Remoto,2 to 9 employees,7.0,,18-24 years old,"Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed",People manager,2–4 anos,C,7.0,,
33985,Australia,Faculdade incompleta,20.0,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;Lua;PowerShell;Python;Ruby;Rust;SQL;TypeScript;VBA;Visual Basic (.Net),Assembly;C;C#;Python;Rust,InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Microsoft Azure",Híbrido,"10,000 or more employees",6.0,99099.0,35-44 years old,"Employed, part-time",Individual contributor,20+ anos,Assembly,6.0,,60k – 100k
33986,Canada,Outro,0.5,"Developer, game or graphics",C#;C++;Rust,C#;C++;Rust;Zig,Microsoft SQL Server,,Híbrido,"10,000 or more employees",7.0,,18-24 years old,"Student, full-time;Employed, part-time",Individual contributor,0–1 ano,C#,7.0,,
33987,United States of America,Graduação,5.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python;Rust;SQL;Swift;TypeScript,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Google Cloud,Híbrido,2 to 9 employees,9.0,60000.0,25-34 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,5–9 anos,Bash/Shell (all shells),9.0,,60k – 100k
33988,Turkey,Ensino Médio,1.0,Blockchain,C++;Python,HTML/CSS,,Alibaba Cloud,,,,,35-44 years old,"Not employed, but looking for work",,0–1 ano,C++,,,
33989,Palestine,Graduação,2.0,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript;PHP;Solidity;SQL;TypeScript,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;Solidity;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Heroku;Microsoft Azure;Netlify;Vercel;VMware,Híbrido,"Just me - I am a freelancer, sole proprietor, etc.",8.0,,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,2–4 anos,C#,8.0,,
33990,Spain,Graduação,3.0,"Developer, full-stack",Bash/Shell (all shells);C;Go;Java;OCaml;Python;Rust;SQL,Bash/Shell (all shells);Go;JavaScript;Rust;Solidity;SQL;TypeScript;Zig,BigQuery;MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Vercel,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,68740.0,25-34 years old,"Independent contractor, freelancer, or self-employed",,2–4 anos,Bash/Shell (all shells),,,60k – 100k
33991,India,Graduação,6.0,"Developer, front-end",Bash/Shell (all shells);C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Solidity;TypeScript,Bash/Shell (all shells);C++;Dart;HTML/CSS;JavaScript;Lua;Python;Rust;Solidity;TypeScript;Zig,Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Heroku;Render;Supabase;Vercel,Remoto,10 to 19 employees,,120000.0,18-24 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,100k – 150k
33992,Cuba,Faculdade incompleta,,Student,Assembly;Bash/Shell (all shells);C;C++;Java;MATLAB;Python;SQL,JavaScript;Swift,SQLite,Firebase,Presencial,"Just me - I am a freelancer, sole proprietor, etc.",,,18-24 years old,"Employed, full-time;Student, full-time",,,Assembly,,,
33994,United States of America,Graduação,0.5,,C;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);C;Go;HTML/CSS;Python;R;Rust;SQL;TypeScript,MySQL;Presto,Amazon Web Services (AWS);Digital Ocean;Netlify;Vercel,,,,,18-24 years old,"Not employed, but looking for work",,0–1 ano,C,,,
33995,Japan,Mestrado,15.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;VBA,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA,MariaDB;MySQL;SQLite,Amazon Web Services (AWS);Google Cloud,Presencial,20 to 99 employees,4.0,50915.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),4.0,,30k – 60k
33996,India,Graduação,2.0,Security professional,Python,Python,Microsoft SQL Server,Google Cloud,Híbrido,"10,000 or more employees",4.0,,45-54 years old,"Employed, full-time",Individual contributor,2–4 anos,Python,4.0,,
33998,Poland,Faculdade incompleta,0.5,Student,C++;Python,C;C++;Dart;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript,,Colocation,,,,,18-24 years old,"Student, full-time;Not employed, but looking for work",,0–1 ano,C++,,,
33999,Canada,Graduação,1.0,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure;Supabase,Remoto,2 to 9 employees,7.0,,18-24 years old,"Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time",Individual contributor,0–1 ano,Bash/Shell (all shells),7.0,,
34001,Norway,Graduação,5.0,"Developer, full-stack",Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Elixir;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,DuckDB;EventStoreDB;MariaDB;MongoDB;PostgreSQL;SQLite,Digital Ocean;Google Cloud;VMware,Remoto,100 to 499 employees,,93591.0,25-34 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,60k – 100k
34002,Mexico,Graduação,2.0,"Developer, desktop or enterprise applications",C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;SQLite,Amazon Web Services (AWS);Microsoft Azure,Híbrido,500 to 999 employees,7.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,7.0,,
34003,Russian Federation,Graduação,7.0,Blockchain,Assembly;C#;C++;HTML/CSS;Java;JavaScript,Objective-C;Python;Rust;Solidity,MariaDB;MySQL,Amazon Web Services (AWS),Remoto,10 to 19 employees,6.0,,25-34 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,5–9 anos,Assembly,6.0,,
34004,United States of America,Graduação,2.0,"Developer, front-end",HTML/CSS;JavaScript;Lua;Ruby,HTML/CSS;JavaScript;Lua;Ruby,,,Remoto,100 to 499 employees,8.0,130000.0,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,HTML/CSS,8.0,,100k – 150k
34005,Mexico,Graduação,11.0,"Developer, embedded applications or devices",C;C++,C++;Rust,,,Híbrido,"10,000 or more employees",7.0,86254.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C,7.0,,60k – 100k
34006,United States of America,Graduação,10.0,"Developer, back-end",Bash/Shell (all shells);Clojure;Java;Python,Bash/Shell (all shells);Erlang;Java;Python,Dynamodb;SQLite,Amazon Web Services (AWS),Remoto,"10,000 or more employees",4.0,180000.0,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),4.0,,> 150k
34007,Canada,Ensino Médio,8.0,"Developer, back-end",C;C++;Dart;Go;Python;Rust,Rust,BigQuery;Cloud Firestore,Cloudflare;Google Cloud;Hetzner,Presencial,"10,000 or more employees",8.0,189002.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C,8.0,,> 150k
34008,New Zealand,Faculdade incompleta,1.0,"Developer, full-stack",Ada;Assembly;C;Dart;JavaScript;Kotlin;Lua;Python;Rust;Swift;TypeScript,JavaScript;Kotlin;Lua;Python;Rust;Swift;TypeScript,PostgreSQL,Oracle Cloud Infrastructure (OCI),,,,,18-24 years old,"Not employed, but looking for work",,0–1 ano,Ada,,,
34009,United States of America,Mestrado,15.0,"Developer, back-end",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;VBA,Go;Rust;SQL,Clickhouse;Microsoft SQL Server;Neo4J;PostgreSQL;Presto;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,Remoto,20 to 99 employees,9.0,285000.0,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),9.0,,> 150k
34010,New Zealand,Graduação,20.0,"Developer, full-stack",Go;HTML/CSS;JavaScript;Python;TypeScript,Elixir;Go;Python,Dynamodb;Redis;SQLite,Amazon Web Services (AWS),Presencial,20 to 99 employees,3.0,,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,Go,3.0,,
34011,Ukraine,Ensino Fundamental,2.0,"Developer, front-end",Ada;Assembly;C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,Firebase Realtime Database;MongoDB;MySQL,Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Netlify;Vercel,Híbrido,"1,000 to 4,999 employees",10.0,,18-24 years old,"Employed, full-time;Student, full-time",Individual contributor,2–4 anos,Ada,10.0,,
34012,Mexico,Graduação,11.0,"Developer, desktop or enterprise applications",C#;HTML/CSS;JavaScript;Python;SQL,C#;SQL,Microsoft SQL Server;SQLite,Microsoft Azure,Remoto,100 to 499 employees,,,25-34 years old,"Employed, full-time",,10–19 anos,C#,,,
34013,Ukraine,Mestrado,5.0,"Developer, desktop or enterprise applications",C++;Python,C++;Python,SQLite,Amazon Web Services (AWS);Microsoft Azure,Remoto,500 to 999 employees,8.0,864.0,35-44 years old,"Employed, full-time",Individual contributor,5–9 anos,C++,8.0,,< 30k
34014,Canada,Ensino Médio,2.0,"Developer, game or graphics",Assembly;C;C++;Elixir;Erlang;Java;JavaScript;Kotlin;Lua;Python;Rust;SQL,Assembly;C;C++;Elixir;Erlang;Java;Kotlin;Rust;SQL,PostgreSQL,,Remoto,20 to 99 employees,6.0,,Under 18 years old,"Student, full-time;Employed, part-time",Individual contributor,2–4 anos,Assembly,6.0,,
34015,United States of America,Faculdade incompleta,10.0,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,BigQuery;PostgreSQL,Google Cloud,Remoto,100 to 499 employees,10.0,,35-44 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),10.0,,
34016,Ukraine,Mestrado,4.0,Blockchain,JavaScript;Python;Rust;Solidity;TypeScript,Rust;Solidity;TypeScript,Cassandra;Cockroachdb;PostgreSQL;Redis;Supabase,Amazon Web Services (AWS);Cloudflare;Databricks;Digital Ocean;Supabase;Vercel,Remoto,"5,000 to 9,999 employees",,42000.0,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,2–4 anos,JavaScript,,,30k – 60k
34018,Brazil,Graduação,5.0,"Developer, back-end",HTML/CSS;Java;JavaScript;PHP;SQL,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;TypeScript,MariaDB,Amazon Web Services (AWS),Remoto,100 to 499 employees,6.0,14919.0,35-44 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,6.0,,< 30k
34020,United States of America,Graduação,21.0,"Developer, desktop or enterprise applications",C;Go;Objective-C,C;Go;Objective-C;Rust,Redis;SQLite,"Amazon Web Services (AWS);Colocation;Digital Ocean;Linode, now Akamai",Híbrido,"10,000 or more employees",5.0,400000.0,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,C,5.0,,> 150k
34021,Germany,Mestrado,7.0,"Developer, back-end",Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Perl;Python;SQL,Bash/Shell (all shells);HTML/CSS;Java;Python;SQL,Elasticsearch;InfluxDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,VMware,Híbrido,100 to 499 employees,,78407.0,35-44 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,60k – 100k
34022,United States of America,Graduação,9.0,"Developer, back-end",Bash/Shell (all shells);C#;Dart;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;MongoDB;SQLite,Microsoft Azure;VMware,Remoto,500 to 999 employees,3.0,129000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),3.0,,100k – 150k
34024,United States of America,Graduação,5.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Java;JavaScript;Python;SQL;Swift;TypeScript,PostgreSQL,Amazon Web Services (AWS),Híbrido,"10,000 or more employees",,150000.0,35-44 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,> 150k
34025,United States of America,Ensino Fundamental,,Other (please specify):,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript,C;C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript,Microsoft SQL Server;MySQL,Google Cloud;Microsoft Azure;Netlify,,,,,Under 18 years old,"Not employed, and not looking for work",,,Bash/Shell (all shells),,,
34026,Costa Rica,Pós-graduação/Doutorado,22.0,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells);R;Rust,Bash/Shell (all shells);R;Rust,BigQuery;PostgreSQL,"Google Cloud;Linode, now Akamai",Remoto,20 to 99 employees,,,45-54 years old,"Employed, full-time",,20+ anos,Bash/Shell (all shells),,,
34027,United States of America,Graduação,1.0,"Developer, full-stack",C++;SQL,C++;SQL,MySQL,,Híbrido,"10,000 or more employees",,180000.0,18-24 years old,"Employed, full-time",,0–1 ano,C++,,,> 150k
34028,Egypt,Graduação,0.5,"Developer, mobile",Dart,Dart;HTML/CSS;JavaScript;Kotlin,,,Híbrido,2 to 9 employees,5.0,2524.0,18-24 years old,"Employed, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Employed, part-time",Individual contributor,0–1 ano,Dart,5.0,,< 30k
34029,Czech Republic,Mestrado,20.0,Other (please specify):,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MySQL;PostgreSQL,Google Cloud,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,35-44 years old,"Independent contractor, freelancer, or self-employed;Student, part-time",,20+ anos,HTML/CSS,,,
34030,United States of America,Graduação,4.0,"Developer, full-stack",Fortran;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Assembly;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,PostgreSQL,Amazon Web Services (AWS);Heroku,,,,,35-44 years old,"Not employed, but looking for work",,2–4 anos,Fortran,,,
34031,United States of America,Graduação,31.0,"Developer, AI",Dart;Go;HTML/CSS;JavaScript;Python;TypeScript,Dart;Go;TypeScript,Dynamodb;Elasticsearch,Amazon Web Services (AWS);Google Cloud,Híbrido,2 to 9 employees,7.0,250000.0,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,20+ anos,Dart,7.0,,> 150k
34032,Brazil,Ensino Médio,0.5,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,Go;Python;Rust;SQL;Swift;TypeScript;Zig,Microsoft SQL Server,,Híbrido,500 to 999 employees,,4103.0,18-24 years old,"Student, part-time;Employed, part-time",,0–1 ano,C#,,,< 30k
34033,Nigeria,Graduação,4.0,"Developer, mobile",Dart,Dart;Go;Solidity,,,Remoto,2 to 9 employees,6.0,5581.0,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Dart,6.0,,< 30k
34034,Australia,Graduação,17.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,C#,Cosmos DB;Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure,Remoto,10 to 19 employees,,,35-44 years old,"Employed, full-time",,10–19 anos,Bash/Shell (all shells),,,
34036,United Kingdom of Great Britain and Northern Ireland,Graduação,19.0,"Developer, full-stack",Bash/Shell (all shells);Dart;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Assembly;Bash/Shell (all shells);Cobol;HTML/CSS;Python;Rust;SQL;TypeScript,BigQuery;Cloud Firestore;Firebase Realtime Database;PostgreSQL;Redis;SQLite,Firebase;Google Cloud,Presencial,100 to 499 employees,8.0,133757.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),8.0,,100k – 150k
34037,United States of America,Graduação,11.0,"Developer, QA or test",Assembly;Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;JavaScript;Python;Rust;TypeScript,Bash/Shell (all shells);C#;F#;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;Zig,PostgreSQL;Redis,Amazon Web Services (AWS);Fly.io,,,,,35-44 years old,"Not employed, but looking for work;Student, part-time",,10–19 anos,Assembly,,,
